,ratio,rndint,kernel,length_scale,nu,alpha,periodicity,mape,r2
1054,0.3,171.0,RQ,1.0,-,1.0,-,0.031512264164035,0.9746598596780598
1055,0.3,171.0,ESS,1.0,-,-,1.0,0.0306429662927539,0.9628956218475974
1056,0.3,75.0,RBF,1.0,-,-,-,0.0276319054515973,0.9764425762799384
1057,0.3,75.0,Matern,1.0,1.5,-,-,0.0210657938579099,0.9862665938015764
1058,0.3,75.0,RQ,1.0,-,1.0,-,0.0274196857593302,0.978498457454236
1059,0.3,75.0,ESS,1.0,-,-,1.0,1.0,-18.00536986909506
1060,0.3,16.0,RBF,1.0,-,-,-,0.0303072144197487,0.977290480171725
1061,0.3,16.0,Matern,1.0,1.5,-,-,0.0218213138858326,0.9879712332250966
1062,0.3,16.0,RQ,1.0,-,1.0,-,0.035175126989476,0.9742784362576326
1063,0.3,16.0,ESS,1.0,-,-,1.0,0.0308318448854895,0.978212092494174
1064,0.3,669.0,RBF,1.0,-,-,-,0.0290582443799568,0.975056727631879
1065,0.3,669.0,Matern,1.0,1.5,-,-,0.0235294426417442,0.98467923083585
1066,0.3,669.0,RQ,1.0,-,1.0,-,0.0326405729042751,0.972747389118354
1067,0.3,669.0,ESS,1.0,-,-,1.0,0.0276409323724729,0.9781211776711544
1068,0.3,530.0,RBF,1.0,-,-,-,0.0250558589289721,0.977274966097445
1069,0.3,530.0,Matern,1.0,1.5,-,-,0.0198831161028175,0.987972384362886
1070,0.3,530.0,RQ,1.0,-,1.0,-,0.0295569402663887,0.9777401729827476
1071,0.3,530.0,ESS,1.0,-,-,1.0,0.0228760484707667,0.9804693232616296
1072,0.3,999.0,RBF,1.0,-,-,-,0.0279394615677248,0.9763099348557456
1073,0.3,999.0,Matern,1.0,1.5,-,-,0.0215507541575581,0.9867677118648808
1074,0.3,999.0,RQ,1.0,-,1.0,-,0.0316266053605193,0.9761910389534644
1075,0.3,999.0,ESS,1.0,-,-,1.0,0.0253486700038484,0.982375123429915
1076,0.3,794.0,RBF,1.0,-,-,-,1.0,-15.354150035111722
1077,0.3,794.0,Matern,1.0,1.5,-,-,0.0206352236606849,0.9892714497436677
1078,0.3,794.0,RQ,1.0,-,1.0,-,0.0327664027332666,0.978070374668664
1079,0.3,794.0,ESS,1.0,-,-,1.0,1.0,-15.354150035111722
1080,0.3,936.0,RBF,1.0,-,-,-,0.0264966567772887,0.9800367663977442
1081,0.3,936.0,Matern,1.0,1.5,-,-,0.0203747545749852,0.989592368514652
1082,0.3,936.0,RQ,1.0,-,1.0,-,0.0278082615159572,0.981911659044099
1083,0.3,936.0,ESS,1.0,-,-,1.0,0.0258861477690863,0.9792359039644286
1084,0.3,111.0,RBF,1.0,-,-,-,0.0264370164940084,0.9776333858304584
1085,0.3,111.0,Matern,1.0,1.5,-,-,0.0208746466303437,0.9866362789941786
1086,0.3,111.0,RQ,1.0,-,1.0,-,0.0299910353080807,0.9763942867043354
1087,0.3,111.0,ESS,1.0,-,-,1.0,0.9941149917810408,-17.764093472914148
1088,0.3,816.0,RBF,1.0,-,-,-,0.0289603822330079,0.9739304471535308
1089,0.3,816.0,Matern,1.0,1.5,-,-,0.0233939945379608,0.9851885384709524
1090,0.3,816.0,RQ,1.0,-,1.0,-,0.0342078949094489,0.972106691977454
1091,0.3,816.0,ESS,1.0,-,-,1.0,0.9935328125503574,-15.956212120309512
1092,0.3,968.0,RBF,1.0,-,-,-,0.0299798254978317,0.9712782688856942
1093,0.3,968.0,Matern,1.0,1.5,-,-,0.0232220372483713,0.9841640685409128
1094,0.3,968.0,RQ,1.0,-,1.0,-,0.0310142283847034,0.974833894015538
1095,0.3,968.0,ESS,1.0,-,-,1.0,0.0299798259058562,0.9712782669588178
1096,0.3,48.0,RBF,1.0,-,-,-,0.0284274658676384,0.978268742465242
1097,0.3,48.0,Matern,1.0,1.5,-,-,0.021569070846255,0.9873955814461434
1098,0.3,48.0,RQ,1.0,-,1.0,-,0.0319518804948495,0.9760366340850948
1099,0.3,48.0,ESS,1.0,-,-,1.0,0.0283029142542321,0.9769018361636972
1100,0.3,986.0,RBF,1.0,-,-,-,1.0,-16.342149001999072
1101,0.3,986.0,Matern,1.0,1.5,-,-,0.0219250664227464,0.9851757941942412
1102,0.3,986.0,RQ,1.0,-,1.0,-,0.0330361697522421,0.9726509733627772
1103,0.3,986.0,ESS,1.0,-,-,1.0,0.0279660706514352,0.9723141501443624
1104,0.3,829.0,RBF,1.0,-,-,-,0.0277593420835314,0.9778228122780884
1105,0.3,829.0,Matern,1.0,1.5,-,-,0.0205882293021832,0.9881359752458548
1106,0.3,829.0,RQ,1.0,-,1.0,-,0.0319069912229548,0.9774456345575778
1107,0.3,829.0,ESS,1.0,-,-,1.0,0.0277593028190838,0.9778228779841562
1108,0.3,996.0,RBF,1.0,-,-,-,0.0296034973458793,0.9729648569784236
1109,0.3,996.0,Matern,1.0,1.5,-,-,0.02056790146025,0.9882201041325978
1110,0.3,996.0,RQ,1.0,-,1.0,-,0.0300767354445248,0.978838329135858
1111,0.3,996.0,ESS,1.0,-,-,1.0,0.9976214970711116,-16.25939437647116
1112,0.3,272.0,RBF,1.0,-,-,-,0.0300835606121671,0.969576787748563
1113,0.3,272.0,Matern,1.0,1.5,-,-,0.0230517157112973,0.9842271169764252
1114,0.3,272.0,RQ,1.0,-,1.0,-,0.0317204470558309,0.9733030464451866
1115,0.3,272.0,ESS,1.0,-,-,1.0,0.997646142935169,-16.38935905240095
1116,0.3,759.0,RBF,1.0,-,-,-,1.0,-16.969555854321577
1117,0.3,759.0,Matern,1.0,1.5,-,-,0.0225897811591803,0.983618572527109
1118,0.3,759.0,RQ,1.0,-,1.0,-,0.0340798969685004,0.9694064657512712
1119,0.3,759.0,ESS,1.0,-,-,1.0,0.9924958879667268,-16.79220823648679
1120,0.3,390.0,RBF,1.0,-,-,-,0.027640422802424,0.9792769209834412
1121,0.3,390.0,Matern,1.0,1.5,-,-,0.0201530275729374,0.98983088860076
1122,0.3,390.0,RQ,1.0,-,1.0,-,0.0321681310470235,0.978629104886474
1123,0.3,390.0,ESS,1.0,-,-,1.0,1.0,-15.089609619224714
1124,0.3,930.0,RBF,1.0,-,-,-,0.0268748892536704,0.9788536318322631
1125,0.3,930.0,Matern,1.0,1.5,-,-,0.0199884780220601,0.989052942084492
1126,0.3,930.0,RQ,1.0,-,1.0,-,0.0321532641822942,0.9766605423807734
1127,0.3,930.0,ESS,1.0,-,-,1.0,1.0,-16.422186118154862
1128,0.3,633.0,RBF,1.0,-,-,-,1.0,-15.623378108472252
1129,0.3,633.0,Matern,1.0,1.5,-,-,0.0227057846849785,0.9868398241653752
1130,0.3,633.0,RQ,1.0,-,1.0,-,0.0350432176706554,0.9735407283659596
1131,0.3,633.0,ESS,1.0,-,-,1.0,1.0,-15.623378108472252
1132,0.3,928.0,RBF,1.0,-,-,-,0.0308628484253313,0.9667469467075964
1133,0.3,928.0,Matern,1.0,1.5,-,-,0.0221520788234595,0.9849951428185072
1134,0.3,928.0,RQ,1.0,-,1.0,-,0.0322195014694095,0.97316662137045
1135,0.3,928.0,ESS,1.0,-,-,1.0,0.991188328352646,-16.75631063188717
1136,0.3,854.0,RBF,1.0,-,-,-,0.029255312753941,0.975568154053846
1137,0.3,854.0,Matern,1.0,1.5,-,-,0.0211572270578427,0.988365448731188
1138,0.3,854.0,RQ,1.0,-,1.0,-,0.0312961331290439,0.9770258783140578
1139,0.3,854.0,ESS,1.0,-,-,1.0,0.0292552581061283,0.975568267608615
1140,0.3,554.0,RBF,1.0,-,-,-,0.999999999994174,-16.797202502082342
1141,0.3,554.0,Matern,1.0,1.5,-,-,0.0222309924790398,0.985006649248979
1142,0.3,554.0,RQ,1.0,-,1.0,-,0.0312667691848873,0.975536292906543
1143,0.3,554.0,ESS,1.0,-,-,1.0,0.0295737018956349,0.9687815942965564
1144,0.3,562.0,RBF,1.0,-,-,-,1.0,-18.435971456078818
1145,0.3,562.0,Matern,1.0,1.5,-,-,0.0192921876388029,0.9876389232438778
1146,0.3,562.0,RQ,1.0,-,1.0,-,0.0281343741421402,0.979766152715988
1147,0.3,562.0,ESS,1.0,-,-,1.0,0.0272171425226793,0.9766043786417832
1148,0.3,78.0,RBF,1.0,-,-,-,1.0,-16.1630661702474
1149,0.3,78.0,Matern,1.0,1.5,-,-,0.0191108525553298,0.9911474939021996
1150,0.3,78.0,RQ,1.0,-,1.0,-,0.0300460102357085,0.9812140172643334
1151,0.3,78.0,ESS,1.0,-,-,1.0,1.0,-16.1630661702474
1152,0.3,222.0,RBF,1.0,-,-,-,1.0,-16.94071972368562
1153,0.3,222.0,Matern,1.0,1.5,-,-,0.0222283709918121,0.9851207135232426
1154,0.3,222.0,RQ,1.0,-,1.0,-,0.0325188473215706,0.9733628469485835
1155,0.3,222.0,ESS,1.0,-,-,1.0,0.0295677848570842,0.9709291894840124
1156,0.3,294.0,RBF,1.0,-,-,-,0.0272201808905436,0.9767354910880354
1157,0.3,294.0,Matern,1.0,1.5,-,-,0.0207215991550943,0.9887697493323208
1158,0.3,294.0,RQ,1.0,-,1.0,-,0.0299278446533081,0.9785170840513564
1159,0.3,294.0,ESS,1.0,-,-,1.0,0.0275481731241277,0.9757073500757254
1160,0.3,725.0,RBF,1.0,-,-,-,0.0271352564688368,0.978673340860256
1161,0.3,725.0,Matern,1.0,1.5,-,-,0.0201760343988186,0.9900828974171128
1162,0.3,725.0,RQ,1.0,-,1.0,-,0.0325005670781359,0.9767995757222252
1163,0.3,725.0,ESS,1.0,-,-,1.0,0.9957725686845164,-15.802486663769676
1164,0.3,582.0,RBF,1.0,-,-,-,0.0278563634717994,0.976705800878499
1165,0.3,582.0,Matern,1.0,1.5,-,-,0.0212072322256985,0.9862627548908104
1166,0.3,582.0,RQ,1.0,-,1.0,-,0.0331626936558,0.973680134165128
1167,0.3,582.0,ESS,1.0,-,-,1.0,0.993055491510334,-16.11591543720088
1168,0.3,731.0,RBF,1.0,-,-,-,0.0269616548470076,0.9756337783378844
1169,0.3,731.0,Matern,1.0,1.5,-,-,0.0212147012874182,0.9865050851609144
1170,0.3,731.0,RQ,1.0,-,1.0,-,0.0305963819404327,0.9750103145587852
1171,0.3,731.0,ESS,1.0,-,-,1.0,0.9916020994858744,-17.120934230736527
1172,0.3,249.0,RBF,1.0,-,-,-,0.0269501672849511,0.9807152803017296
1173,0.3,249.0,Matern,1.0,1.5,-,-,0.0208364062273695,0.9884463971882406
1174,0.3,249.0,RQ,1.0,-,1.0,-,0.0305466802430593,0.9769207507383568
1175,0.3,249.0,ESS,1.0,-,-,1.0,0.99629278835656,-17.237258910807956
1176,0.3,791.0,RBF,1.0,-,-,-,0.0257842175667907,0.9747093866392076
1177,0.3,791.0,Matern,1.0,1.5,-,-,0.0208330358206607,0.9861007758353344
1178,0.3,791.0,RQ,1.0,-,1.0,-,0.0332855967092311,0.9733987212073582
1179,0.3,791.0,ESS,1.0,-,-,1.0,0.0257842008324719,0.9747094234401174
1180,0.3,35.0,RBF,1.0,-,-,-,0.0300456779125238,0.9736560032871096
1181,0.3,35.0,Matern,1.0,1.5,-,-,0.024171194353772,0.9838998513193182
1182,0.3,35.0,RQ,1.0,-,1.0,-,0.0360656473092599,0.9697802513229165
1183,0.3,35.0,ESS,1.0,-,-,1.0,0.9944210234570128,-15.862358312842067
1184,0.3,180.0,RBF,1.0,-,-,-,0.0271157251587534,0.9803483897155332
1185,0.3,180.0,Matern,1.0,1.5,-,-,0.0199012565095327,0.9897022458948552
1186,0.3,180.0,RQ,1.0,-,1.0,-,0.0294828046349698,0.9798554188627574
1187,0.3,180.0,ESS,1.0,-,-,1.0,0.027114575533951,0.9803501366757602
1188,0.3,510.0,RBF,1.0,-,-,-,0.0292922196446746,0.9729778390279508
1189,0.3,510.0,Matern,1.0,1.5,-,-,0.0228193526591693,0.9851316430821198
1190,0.3,510.0,RQ,1.0,-,1.0,-,0.0348855718074104,0.9726445091584792
1191,0.3,510.0,ESS,1.0,-,-,1.0,1.0,-15.891504483204924
1192,0.3,593.0,RBF,1.0,-,-,-,0.0275430315950095,0.9705782052057332
1193,0.3,593.0,Matern,1.0,1.5,-,-,0.0219564390671279,0.9830610237183616
1194,0.3,593.0,RQ,1.0,-,1.0,-,0.0314220103377543,0.9720995620212676
1195,0.3,593.0,ESS,1.0,-,-,1.0,0.0275429955600171,0.9705782982686966
1196,0.3,634.0,RBF,1.0,-,-,-,0.0300618023280386,0.971310748485637
1197,0.3,634.0,Matern,1.0,1.5,-,-,0.0226917841461198,0.9846885242680592
1198,0.3,634.0,RQ,1.0,-,1.0,-,0.0306541741393034,0.9747406753787498
1199,0.3,634.0,ESS,1.0,-,-,1.0,0.0300617988554493,0.9713107553865086
1200,0.35,678.0,RBF,1.0,-,-,-,0.026228119320846,0.9787515873511616
1201,0.35,678.0,Matern,1.0,1.5,-,-,0.0211859688382882,0.987738355977701
1202,0.35,678.0,RQ,1.0,-,1.0,-,0.0346484592436404,0.9719768547845136
1203,0.35,678.0,ESS,1.0,-,-,1.0,0.9973412252653722,-16.715910016473284
1204,0.35,147.0,RBF,1.0,-,-,-,0.0298377515732282,0.9785285963447232
1205,0.35,147.0,Matern,1.0,1.5,-,-,0.022381087280538,0.988065209205969
1206,0.35,147.0,RQ,1.0,-,1.0,-,0.035871145493202,0.9731768820313164
1207,0.35,147.0,ESS,1.0,-,-,1.0,0.0276645936532922,0.9807142002374044
1208,0.35,561.0,RBF,1.0,-,-,-,0.028450487656182,0.9771141727264456
1209,0.35,561.0,Matern,1.0,1.5,-,-,0.0250578679126424,0.9823377360201984
1210,0.35,561.0,RQ,1.0,-,1.0,-,0.0364977527380119,0.9670829669709018
1211,0.35,561.0,ESS,1.0,-,-,1.0,0.9935091089797484,-16.33817193468814
1212,0.35,237.0,RBF,1.0,-,-,-,0.0324174374314732,0.9566718357212342
1213,0.35,237.0,Matern,1.0,1.5,-,-,0.0233992275521264,0.9799476641053236
1214,0.35,237.0,RQ,1.0,-,1.0,-,0.032560516238081,0.96976444296706
1215,0.35,237.0,ESS,1.0,-,-,1.0,1.0,-17.89414370071522
1216,0.35,588.0,RBF,1.0,-,-,-,0.0292683228935123,0.9710648352636196
1217,0.35,588.0,Matern,1.0,1.5,-,-,0.0219061185157505,0.9850325983080244
1218,0.35,588.0,RQ,1.0,-,1.0,-,0.0307879917466078,0.975833111608888
1219,0.35,588.0,ESS,1.0,-,-,1.0,0.047076592916439,0.9196947936215856
1220,0.35,951.0,RBF,1.0,-,-,-,0.0298938234482734,0.9723489411469208
1221,0.35,951.0,Matern,1.0,1.5,-,-,0.022753930289731,0.9856362753175024
1222,0.35,951.0,RQ,1.0,-,1.0,-,0.0354878445584802,0.971212961023986
1223,0.35,951.0,ESS,1.0,-,-,1.0,0.0298937984320686,0.9723489951869988
1224,0.35,490.0,RBF,1.0,-,-,-,0.028586135109929,0.968345059586394
1225,0.35,490.0,Matern,1.0,1.5,-,-,0.0216237281612952,0.9855337562195812
1226,0.35,490.0,RQ,1.0,-,1.0,-,0.0323016627680476,0.974267814843468
1227,0.35,490.0,ESS,1.0,-,-,1.0,0.9973085545553078,-16.80060651106347
1228,0.35,395.0,RBF,1.0,-,-,-,0.027560514993383,0.9756924023300472
1229,0.35,395.0,Matern,1.0,1.5,-,-,0.0213516437787429,0.9878702151828638
1230,0.35,395.0,RQ,1.0,-,1.0,-,0.0317104255151424,0.9765857785808506
1231,0.35,395.0,ESS,1.0,-,-,1.0,0.0275604990792671,0.975692432654334
1232,0.35,877.0,RBF,1.0,-,-,-,0.0286155726449537,0.9746282362813335
1233,0.35,877.0,Matern,1.0,1.5,-,-,0.0226554139328132,0.9849927252559536
1234,0.35,877.0,RQ,1.0,-,1.0,-,0.0328248181167013,0.9727069323613824
1235,0.35,877.0,ESS,1.0,-,-,1.0,0.0292371239784475,0.9719836525330998
1236,0.35,297.0,RBF,1.0,-,-,-,0.0308438992876249,0.9748318243613664
1237,0.35,297.0,Matern,1.0,1.5,-,-,0.0222953727958938,0.9869507311434748
1238,0.35,297.0,RQ,1.0,-,1.0,-,0.0349619477749388,0.9722937508718072
1239,0.35,297.0,ESS,1.0,-,-,1.0,0.9806022841246048,-15.859306482534834
1240,0.35,721.0,RBF,1.0,-,-,-,0.0291303249779545,0.978196657489167
1241,0.35,721.0,Matern,1.0,1.5,-,-,0.0226336181146759,0.986840006615905
1242,0.35,721.0,RQ,1.0,-,1.0,-,0.0371975122283277,0.9712213022191282
1243,0.35,721.0,ESS,1.0,-,-,1.0,1.0,-16.094894312416997
1244,0.35,711.0,RBF,1.0,-,-,-,0.0307388396485149,0.9640563378738992
1245,0.35,711.0,Matern,1.0,1.5,-,-,0.0247319634434795,0.9809416825539008
1246,0.35,711.0,RQ,1.0,-,1.0,-,0.03618309264243,0.964395749930285
1247,0.35,711.0,ESS,1.0,-,-,1.0,0.991289273193571,-17.584726214255056
1248,0.35,985.0,RBF,1.0,-,-,-,0.0291257306087366,0.976587625451746
1249,0.35,985.0,Matern,1.0,1.5,-,-,0.021315326905052,0.987638257993092
1250,0.35,985.0,RQ,1.0,-,1.0,-,0.0314857450200807,0.9786076268898032
1251,0.35,985.0,ESS,1.0,-,-,1.0,0.0291253854593566,0.976588318157266
1252,0.35,171.0,RBF,1.0,-,-,-,1.0,-16.643154865434866
1253,0.35,171.0,Matern,1.0,1.5,-,-,0.0228796993215038,0.9854113643048013
1254,0.35,171.0,RQ,1.0,-,1.0,-,0.0333239734457123,0.9728971426307004
1255,0.35,171.0,ESS,1.0,-,-,1.0,0.0319990883113866,0.9614670202615968
1256,0.35,75.0,RBF,1.0,-,-,-,0.0279500632685167,0.9779466163183024
1257,0.35,75.0,Matern,1.0,1.5,-,-,0.0220507992990807,0.9864049445590998
1258,0.35,75.0,RQ,1.0,-,1.0,-,0.0303796565365801,0.976295123623642
1259,0.35,75.0,ESS,1.0,-,-,1.0,1.0,-17.189342588009335
1260,0.35,16.0,RBF,1.0,-,-,-,0.0316441508427399,0.976469649425159
1261,0.35,16.0,Matern,1.0,1.5,-,-,0.0228257833349834,0.98711264508185
1262,0.35,16.0,RQ,1.0,-,1.0,-,0.0382887998606979,0.9708201783379627
1263,0.35,16.0,ESS,1.0,-,-,1.0,0.0324116046368978,0.977307769420861
1264,0.35,669.0,RBF,1.0,-,-,-,0.0299906330445336,0.9736252886909464
1265,0.35,669.0,Matern,1.0,1.5,-,-,0.0234931617929931,0.9844375890350984
1266,0.35,669.0,RQ,1.0,-,1.0,-,0.0346536490666313,0.9700007760692648
1267,0.35,669.0,ESS,1.0,-,-,1.0,0.0268864296001856,0.9799433604164112
1268,0.35,530.0,RBF,1.0,-,-,-,0.0261321417023712,0.9757493028657516
1269,0.35,530.0,Matern,1.0,1.5,-,-,0.0215292750163954,0.9861536318263764
1270,0.35,530.0,RQ,1.0,-,1.0,-,0.0333711613452305,0.9720698344738378
1271,0.35,530.0,ESS,1.0,-,-,1.0,0.023210516755852,0.9816348002392912
1272,0.35,999.0,RBF,1.0,-,-,-,0.0287274125340493,0.9721023097189924
1273,0.35,999.0,Matern,1.0,1.5,-,-,0.0230831272968722,0.9849964657898236
1274,0.35,999.0,RQ,1.0,-,1.0,-,0.0334755250760703,0.9733212220117052
1275,0.35,999.0,ESS,1.0,-,-,1.0,0.0282586389036995,0.972025869071896
1276,0.35,794.0,RBF,1.0,-,-,-,1.0,-14.961171894476053
1277,0.35,794.0,Matern,1.0,1.5,-,-,0.0215074817421584,0.988730084825039
1278,0.35,794.0,RQ,1.0,-,1.0,-,0.035288576665505,0.9757158730510976
1279,0.35,794.0,ESS,1.0,-,-,1.0,1.0,-14.961171894476053
1280,0.35,936.0,RBF,1.0,-,-,-,0.0275809514683324,0.9805613063736875
1281,0.35,936.0,Matern,1.0,1.5,-,-,0.0212703991139744,0.9895231024427088
1282,0.35,936.0,RQ,1.0,-,1.0,-,0.0304463527053378,0.9797741556290231
1283,0.35,936.0,ESS,1.0,-,-,1.0,0.0279518979041527,0.979164409102962
1284,0.35,111.0,RBF,1.0,-,-,-,0.0288285058007176,0.9737731086458732
1285,0.35,111.0,Matern,1.0,1.5,-,-,0.0229503126147507,0.9847266932134136
1286,0.35,111.0,RQ,1.0,-,1.0,-,0.032983772157761,0.9722100697927368
1287,0.35,111.0,ESS,1.0,-,-,1.0,0.9874389963374915,-17.106609957105174
1288,0.35,816.0,RBF,1.0,-,-,-,0.0309674386793857,0.9715964642874728
1289,0.35,816.0,Matern,1.0,1.5,-,-,0.0240794214983812,0.984626012937025
1290,0.35,816.0,RQ,1.0,-,1.0,-,0.0359808204858818,0.970000036485608
1291,0.35,816.0,ESS,1.0,-,-,1.0,0.9944595390277596,-15.863960613014758
1292,0.35,968.0,RBF,1.0,-,-,-,0.0312227057888954,0.9712980431508392
1293,0.35,968.0,Matern,1.0,1.5,-,-,0.0239369201434834,0.9840624542226208
1294,0.35,968.0,RQ,1.0,-,1.0,-,0.0337261396968715,0.9719908449607664
1295,0.35,968.0,ESS,1.0,-,-,1.0,0.0312227053539887,0.9712980440026644
1296,0.35,48.0,RBF,1.0,-,-,-,0.0299516711836252,0.9734579407114068
1297,0.35,48.0,Matern,1.0,1.5,-,-,0.0238295496141688,0.984323458700454
1298,0.35,48.0,RQ,1.0,-,1.0,-,0.0345870188834651,0.9711105691365464
1299,0.35,48.0,ESS,1.0,-,-,1.0,0.0299516711270961,0.9734579406225066
1300,0.35,986.0,RBF,1.0,-,-,-,1.0,-16.180621444819838
1301,0.35,986.0,Matern,1.0,1.5,-,-,0.0232028437638358,0.9841710205166548
1302,0.35,986.0,RQ,1.0,-,1.0,-,0.0350024024795172,0.9706842450864432
1303,0.35,986.0,ESS,1.0,-,-,1.0,0.0312287966967415,0.970765195631384
1304,0.35,829.0,RBF,1.0,-,-,-,0.0275484445795005,0.9789538705586548
1305,0.35,829.0,Matern,1.0,1.5,-,-,0.0212615624664568,0.9881930008002366
1306,0.35,829.0,RQ,1.0,-,1.0,-,0.0328485283572334,0.9766906956362896
1307,0.35,829.0,ESS,1.0,-,-,1.0,0.0275484079967534,0.9789539333682352
1308,0.35,996.0,RBF,1.0,-,-,-,0.0293007131173271,0.9728117980268788
1309,0.35,996.0,Matern,1.0,1.5,-,-,0.021788796192909,0.9873931026824024
1310,0.35,996.0,RQ,1.0,-,1.0,-,0.0313977218866529,0.9769556628494128
1311,0.35,996.0,ESS,1.0,-,-,1.0,0.9965919881476668,-16.251120366972675
1312,0.35,272.0,RBF,1.0,-,-,-,0.0321091055640644,0.9667527855094012
1313,0.35,272.0,Matern,1.0,1.5,-,-,0.0247662352850236,0.981705628007042
1314,0.35,272.0,RQ,1.0,-,1.0,-,0.033663062579547,0.9697063428315306
1315,0.35,272.0,ESS,1.0,-,-,1.0,0.9980066658184727,-16.218669859389934
1316,0.35,759.0,RBF,1.0,-,-,-,1.0,-16.76835186639086
1317,0.35,759.0,Matern,1.0,1.5,-,-,0.0236308522784801,0.9820826791220978
1318,0.35,759.0,RQ,1.0,-,1.0,-,0.0361899043891349,0.966583767553478
1319,0.35,759.0,ESS,1.0,-,-,1.0,0.993524118807729,-16.61755956526056
1320,0.35,390.0,RBF,1.0,-,-,-,0.0290750139614556,0.9748724590097886
1321,0.35,390.0,Matern,1.0,1.5,-,-,0.0216173062039137,0.9876150652667628
1322,0.35,390.0,RQ,1.0,-,1.0,-,0.0348581152388478,0.9741684597936306
1323,0.35,390.0,ESS,1.0,-,-,1.0,1.0,-15.406535267852531
1324,0.35,930.0,RBF,1.0,-,-,-,0.0281589402907381,0.9724190399621372
1325,0.35,930.0,Matern,1.0,1.5,-,-,0.0208645098572252,0.986396474255484
1326,0.35,930.0,RQ,1.0,-,1.0,-,0.0328172866362799,0.973276939025852
1327,0.35,930.0,ESS,1.0,-,-,1.0,1.0,-17.283441058897495
1328,0.35,633.0,RBF,1.0,-,-,-,1.0,-15.513816267533656
1329,0.35,633.0,Matern,1.0,1.5,-,-,0.023183225736173,0.9862572857980432
1330,0.35,633.0,RQ,1.0,-,1.0,-,0.0364169066717087,0.9718080771277322
1331,0.35,633.0,ESS,1.0,-,-,1.0,0.9777869006823868,-15.052437681159384
1332,0.35,928.0,RBF,1.0,-,-,-,0.0307188068543429,0.9658511080051012
1333,0.35,928.0,Matern,1.0,1.5,-,-,0.0223883239691047,0.9842965510160776
1334,0.35,928.0,RQ,1.0,-,1.0,-,0.0345069005990594,0.9703589336635724
1335,0.35,928.0,ESS,1.0,-,-,1.0,0.9925976634177311,-16.686215984160484
1336,0.35,854.0,RBF,1.0,-,-,-,0.0300385890617243,0.9737820325384028
1337,0.35,854.0,Matern,1.0,1.5,-,-,0.0214081375893614,0.987579982299514
1338,0.35,854.0,RQ,1.0,-,1.0,-,0.0318486102613792,0.975143908042478
1339,0.35,854.0,ESS,1.0,-,-,1.0,0.0300385326520913,0.9737821493295616
1340,0.35,554.0,RBF,1.0,-,-,-,0.0297041122662493,0.9669971893135364
1341,0.35,554.0,Matern,1.0,1.5,-,-,0.0237547199879759,0.9840291907815996
1342,0.35,554.0,RQ,1.0,-,1.0,-,0.0333094277451791,0.9733823293927708
1343,0.35,554.0,ESS,1.0,-,-,1.0,0.0297041050273964,0.9669972080369555
1344,0.35,562.0,RBF,1.0,-,-,-,1.0,-17.50817102690084
1345,0.35,562.0,Matern,1.0,1.5,-,-,0.0197522978799961,0.9877322739076996
1346,0.35,562.0,RQ,1.0,-,1.0,-,0.029960112431082,0.9781920234407532
1347,0.35,562.0,ESS,1.0,-,-,1.0,0.0273091591294802,0.9768891403979448
1348,0.35,78.0,RBF,1.0,-,-,-,1.0,-16.783528400618383
1349,0.35,78.0,Matern,1.0,1.5,-,-,0.0197617819470244,0.9898240464706632
1350,0.35,78.0,RQ,1.0,-,1.0,-,0.0300394238521138,0.9798067955067392
1351,0.35,78.0,ESS,1.0,-,-,1.0,1.0,-16.783528400618383
1352,0.35,222.0,RBF,1.0,-,-,-,1.0,-16.354251267162695
1353,0.35,222.0,Matern,1.0,1.5,-,-,0.0237265623748211,0.9836105043517104
1354,0.35,222.0,RQ,1.0,-,1.0,-,0.0341702378145178,0.9725448668315428
1355,0.35,222.0,ESS,1.0,-,-,1.0,0.0324783891783199,0.9631663185381596
1356,0.35,294.0,RBF,1.0,-,-,-,0.0291874168871581,0.97557748017407
1357,0.35,294.0,Matern,1.0,1.5,-,-,0.0213620395127985,0.9883306953460612
1358,0.35,294.0,RQ,1.0,-,1.0,-,0.032131557360002,0.9761342981104946
1359,0.35,294.0,ESS,1.0,-,-,1.0,0.0291838846581107,0.9755837183704216
1360,0.35,725.0,RBF,1.0,-,-,-,0.0274392118417432,0.9766842459929674
1361,0.35,725.0,Matern,1.0,1.5,-,-,0.0214556072903647,0.9878467527281976
1362,0.35,725.0,RQ,1.0,-,1.0,-,0.0335135702828293,0.9744883783972244
1363,0.35,725.0,ESS,1.0,-,-,1.0,0.9960807725772995,-16.163459079528838
1364,0.35,582.0,RBF,1.0,-,-,-,0.0277924603050597,0.9768099176646468
1365,0.35,582.0,Matern,1.0,1.5,-,-,0.0224425868895362,0.9849139833931404
1366,0.35,582.0,RQ,1.0,-,1.0,-,0.0349340480859145,0.97117269967958
1367,0.35,582.0,ESS,1.0,-,-,1.0,0.9949458208694796,-16.28058185823747
1368,0.35,731.0,RBF,1.0,-,-,-,0.0275567817657032,0.975919548818688
1369,0.35,731.0,Matern,1.0,1.5,-,-,0.0214533743962384,0.985959121805802
1370,0.35,731.0,RQ,1.0,-,1.0,-,0.0310260858172143,0.9744231587188384
1371,0.35,731.0,ESS,1.0,-,-,1.0,0.9941039587180506,-17.33005969179719
1372,0.35,249.0,RBF,1.0,-,-,-,0.0273583452199965,0.9803762038627092
