,ratio,rndint,kernel,length_scale,nu,alpha,periodicity,mape,r2
2927,0.75,930.0,ESS,1.0,-,-,1.0,0.9684421075814852,-16.48812164607026
2928,0.75,633.0,RBF,1.0,-,-,-,1.0,-16.211726328340447
2929,0.75,633.0,Matern,1.0,1.5,-,-,0.0447404093382561,0.9564635001300794
2930,0.75,633.0,RQ,1.0,-,1.0,-,0.0749034181649407,0.8930628860460291
2931,0.75,633.0,ESS,1.0,-,-,1.0,0.99415455323804,-16.070167876294175
2932,0.75,928.0,RBF,1.0,-,-,-,0.042213740879395,0.9418072638029448
2933,0.75,928.0,Matern,1.0,1.5,-,-,0.0396174873234868,0.9592277324157498
2934,0.75,928.0,RQ,1.0,-,1.0,-,0.0689994236633185,0.9043581455298578
2935,0.75,928.0,ESS,1.0,-,-,1.0,0.9948241686203836,-16.552664615296003
2936,0.75,854.0,RBF,1.0,-,-,-,0.0427206387173977,0.9489362096475372
2937,0.75,854.0,Matern,1.0,1.5,-,-,0.0409721134082647,0.9561146162062524
2938,0.75,854.0,RQ,1.0,-,1.0,-,0.0655705141560319,0.9082852310686904
2939,0.75,854.0,ESS,1.0,-,-,1.0,0.0427205750049338,0.9489364042437164
2940,0.75,554.0,RBF,1.0,-,-,-,0.0433630096347299,0.9315811199131756
2941,0.75,554.0,Matern,1.0,1.5,-,-,0.0432408209092634,0.9502974082948606
2942,0.75,554.0,RQ,1.0,-,1.0,-,0.0710122172232537,0.89838027288032
2943,0.75,554.0,ESS,1.0,-,-,1.0,0.0433630005622535,0.9315811585935708
2944,0.75,562.0,RBF,1.0,-,-,-,1.0,-17.141248075767262
2945,0.75,562.0,Matern,1.0,1.5,-,-,0.0424676949115892,0.9513582371751288
2946,0.75,562.0,RQ,1.0,-,1.0,-,0.0656833540994423,0.9077042682140934
2947,0.75,562.0,ESS,1.0,-,-,1.0,0.0410259395713852,0.9546357379064478
2948,0.75,78.0,RBF,1.0,-,-,-,0.0428369406768207,0.9453663917235454
2949,0.75,78.0,Matern,1.0,1.5,-,-,0.0432819135711749,0.9565966401477032
2950,0.75,78.0,RQ,1.0,-,1.0,-,0.0708267240836926,0.9054943168637796
2951,0.75,78.0,ESS,1.0,-,-,1.0,0.9686354369322628,-15.75143662409566
2952,0.75,222.0,RBF,1.0,-,-,-,1.0,-16.25925791022363
2953,0.75,222.0,Matern,1.0,1.5,-,-,0.045003100674915,0.9478002178004724
2954,0.75,222.0,RQ,1.0,-,1.0,-,0.0747437547092248,0.8922055425253309
2955,0.75,222.0,ESS,1.0,-,-,1.0,0.043384985293929,0.9357772152178238
2956,0.75,294.0,RBF,1.0,-,-,-,0.0392701283204512,0.954508205924812
2957,0.75,294.0,Matern,1.0,1.5,-,-,0.03977724400846,0.960665966986399
2958,0.75,294.0,RQ,1.0,-,1.0,-,0.0667296951317362,0.9130561664874148
2959,0.75,294.0,ESS,1.0,-,-,1.0,0.0392675602632145,0.9545157360459112
2960,0.75,725.0,RBF,1.0,-,-,-,0.0446268932094717,0.93753328027903
2961,0.75,725.0,Matern,1.0,1.5,-,-,0.0424848721330584,0.954267356763285
2962,0.75,725.0,RQ,1.0,-,1.0,-,0.0714496299761617,0.8985351081829777
2963,0.75,725.0,ESS,1.0,-,-,1.0,0.9987147311790772,-16.510821389544418
2964,0.75,582.0,RBF,1.0,-,-,-,0.042446383168858,0.949139498488856
2965,0.75,582.0,Matern,1.0,1.5,-,-,0.0437967436158174,0.9582101883272712
2966,0.75,582.0,RQ,1.0,-,1.0,-,0.0786851946390581,0.889357998627503
2967,0.75,582.0,ESS,1.0,-,-,1.0,0.9993884829870172,-15.923411764597567
2968,0.75,731.0,RBF,1.0,-,-,-,0.0419015803661814,0.9407379107757552
2969,0.75,731.0,Matern,1.0,1.5,-,-,0.0429481623361625,0.9514496161543614
2970,0.75,731.0,RQ,1.0,-,1.0,-,0.063609366797056,0.9129919667227846
2971,0.75,731.0,ESS,1.0,-,-,1.0,0.998176490380742,-17.12363728093951
2972,0.75,249.0,RBF,1.0,-,-,-,0.0436764880953731,0.9322470992937114
2973,0.75,249.0,Matern,1.0,1.5,-,-,0.0408145166096441,0.9558663482912064
2974,0.75,249.0,RQ,1.0,-,1.0,-,0.0692093393543553,0.9053764112019024
2975,0.75,249.0,ESS,1.0,-,-,1.0,0.9988570419452424,-16.61487020782722
2976,0.75,791.0,RBF,1.0,-,-,-,0.037583295480469,0.9620279947653168
2977,0.75,791.0,Matern,1.0,1.5,-,-,0.0389436716295846,0.9643093967319868
2978,0.75,791.0,RQ,1.0,-,1.0,-,0.0630790047890748,0.9199634437041676
2979,0.75,791.0,ESS,1.0,-,-,1.0,0.0375832802056338,0.9620280365486462
2980,0.75,35.0,RBF,1.0,-,-,-,0.0403995561977071,0.947690110373378
2981,0.75,35.0,Matern,1.0,1.5,-,-,0.0458685390036515,0.9499230828329324
2982,0.75,35.0,RQ,1.0,-,1.0,-,0.0708470406207917,0.8974756438371798
2983,0.75,35.0,ESS,1.0,-,-,1.0,0.9980080237000029,-16.751160742512365
2984,0.75,180.0,RBF,1.0,-,-,-,0.0413327449771487,0.9407579253698868
2985,0.75,180.0,Matern,1.0,1.5,-,-,0.0433516749783055,0.9503194183341698
2986,0.75,180.0,RQ,1.0,-,1.0,-,0.0692760344637073,0.9021434965390156
2987,0.75,180.0,ESS,1.0,-,-,1.0,0.0413314425875696,0.9407628055080056
2988,0.75,510.0,RBF,1.0,-,-,-,0.0433932170666565,0.9417093404347064
2989,0.75,510.0,Matern,1.0,1.5,-,-,0.0416893042807642,0.9556632893842048
2990,0.75,510.0,RQ,1.0,-,1.0,-,0.068279638455352,0.9062241954464616
2991,0.75,510.0,ESS,1.0,-,-,1.0,0.9978836794934844,-16.518621245529467
2992,0.75,593.0,RBF,1.0,-,-,-,0.040489327108145,0.94490767792238
2993,0.75,593.0,Matern,1.0,1.5,-,-,0.0389515691102851,0.958930625088031
2994,0.75,593.0,RQ,1.0,-,1.0,-,0.0619909419219447,0.9188528503962976
2995,0.75,593.0,ESS,1.0,-,-,1.0,0.0404892677256309,0.944907862390716
2996,0.75,634.0,RBF,1.0,-,-,-,0.0426906137537201,0.9403816417729666
2997,0.75,634.0,Matern,1.0,1.5,-,-,0.0426112506413534,0.951639430962209
2998,0.75,634.0,RQ,1.0,-,1.0,-,0.0676639752744927,0.9039280173052529
2999,0.75,634.0,ESS,1.0,-,-,1.0,0.0426906076359688,0.940381662474975
3000,0.8,678.0,RBF,1.0,-,-,-,0.0481401003524633,0.9367988185450498
3001,0.8,678.0,Matern,1.0,1.5,-,-,0.0489608644934611,0.939351855844933
3002,0.8,678.0,RQ,1.0,-,1.0,-,0.0765025655356784,0.8790128126310373
3003,0.8,678.0,ESS,1.0,-,-,1.0,0.9956799474163348,-16.61930916569433
3004,0.8,147.0,RBF,1.0,-,-,-,0.0420237727090112,0.9471527471259952
3005,0.8,147.0,Matern,1.0,1.5,-,-,0.0442672171063216,0.9489771181755804
3006,0.8,147.0,RQ,1.0,-,1.0,-,0.0747153772107902,0.8876274074892885
3007,0.8,147.0,ESS,1.0,-,-,1.0,0.0397201201524514,0.9553317100489752
3008,0.8,561.0,RBF,1.0,-,-,-,0.044893280460136,0.94120441065793
3009,0.8,561.0,Matern,1.0,1.5,-,-,0.0470479961091534,0.9483357944520632
3010,0.8,561.0,RQ,1.0,-,1.0,-,0.0792934577422714,0.882213174281445
3011,0.8,561.0,ESS,1.0,-,-,1.0,0.9973539409898052,-16.30374204981343
3012,0.8,237.0,RBF,1.0,-,-,-,0.0503271076361072,0.9271008083188892
3013,0.8,237.0,Matern,1.0,1.5,-,-,0.050119834892321,0.9409369758697306
3014,0.8,237.0,RQ,1.0,-,1.0,-,0.0818649160380139,0.8754820816839346
3015,0.8,237.0,ESS,1.0,-,-,1.0,0.998042144164784,-16.409858355291266
3016,0.8,588.0,RBF,1.0,-,-,-,0.0479510206518514,0.9235569815802956
3017,0.8,588.0,Matern,1.0,1.5,-,-,0.0475761080535412,0.9428054611923312
3018,0.8,588.0,RQ,1.0,-,1.0,-,0.0718540317523609,0.8981782757565879
3019,0.8,588.0,ESS,1.0,-,-,1.0,0.047951006611632,0.9235570328108424
3020,0.8,951.0,RBF,1.0,-,-,-,0.0444709354632291,0.9427084604382596
3021,0.8,951.0,Matern,1.0,1.5,-,-,0.0479212047480428,0.9441482358537704
3022,0.8,951.0,RQ,1.0,-,1.0,-,0.0727077256722545,0.8892152976268641
3023,0.8,951.0,ESS,1.0,-,-,1.0,0.0444709120245186,0.9427085493640864
3024,0.8,490.0,RBF,1.0,-,-,-,0.0478762007508933,0.9155293893794524
3025,0.8,490.0,Matern,1.0,1.5,-,-,0.0470225505167717,0.9431286472574564
3026,0.8,490.0,RQ,1.0,-,1.0,-,0.0693768493407098,0.899679876217403
3027,0.8,490.0,ESS,1.0,-,-,1.0,0.9941213654766048,-16.86150649666702
3028,0.8,395.0,RBF,1.0,-,-,-,0.0478960885962785,0.9257094981115038
3029,0.8,395.0,Matern,1.0,1.5,-,-,0.0486108825484998,0.943776888846682
3030,0.8,395.0,RQ,1.0,-,1.0,-,0.0774787222797864,0.887127789302056
3031,0.8,395.0,ESS,1.0,-,-,1.0,0.0478960851024251,0.9257095070780816
3032,0.8,877.0,RBF,1.0,-,-,-,0.0481187479439167,0.9393685066782628
3033,0.8,877.0,Matern,1.0,1.5,-,-,0.0468883112725874,0.948605950770286
3034,0.8,877.0,RQ,1.0,-,1.0,-,0.0741479696419938,0.8921046285398108
3035,0.8,877.0,ESS,1.0,-,-,1.0,0.0472322531419604,0.9423811458196816
3036,0.8,297.0,RBF,1.0,-,-,-,0.0567685824436576,0.8945765246783748
3037,0.8,297.0,Matern,1.0,1.5,-,-,0.0534136765685796,0.9218647063886264
3038,0.8,297.0,RQ,1.0,-,1.0,-,0.0752391662212794,0.8808878023602259
3039,0.8,297.0,ESS,1.0,-,-,1.0,0.9915686055596546,-16.53489224137082
3040,0.8,721.0,RBF,1.0,-,-,-,0.0419518990890126,0.952230937933137
3041,0.8,721.0,Matern,1.0,1.5,-,-,0.0419071001733041,0.9559435557239748
3042,0.8,721.0,RQ,1.0,-,1.0,-,0.0689807026105276,0.9035181922614818
3043,0.8,721.0,ESS,1.0,-,-,1.0,0.9911456527383784,-17.062745979867657
3044,0.8,711.0,RBF,1.0,-,-,-,0.0475927038696365,0.9312687556395474
3045,0.8,711.0,Matern,1.0,1.5,-,-,0.0521531089450956,0.9382319482392772
3046,0.8,711.0,RQ,1.0,-,1.0,-,0.0802778118756106,0.8761128237222711
3047,0.8,711.0,ESS,1.0,-,-,1.0,0.997124572420589,-16.431347056772253
3048,0.8,985.0,RBF,1.0,-,-,-,0.0489043427465235,0.9101336175855784
3049,0.8,985.0,Matern,1.0,1.5,-,-,0.0472159411833255,0.9378946152428655
3050,0.8,985.0,RQ,1.0,-,1.0,-,0.075446231112499,0.8827701031455994
3051,0.8,985.0,ESS,1.0,-,-,1.0,0.0489038710327587,0.9101354671136132
3052,0.8,171.0,RBF,1.0,-,-,-,1.0,-16.82068294163818
3053,0.8,171.0,Matern,1.0,1.5,-,-,0.0482088713602592,0.9378933140477216
3054,0.8,171.0,RQ,1.0,-,1.0,-,0.0727177835836125,0.8914416398846104
3055,0.8,171.0,ESS,1.0,-,-,1.0,0.0509071087015684,0.9139584572872256
3056,0.8,75.0,RBF,1.0,-,-,-,0.0437687968033154,0.9409346082656818
3057,0.8,75.0,Matern,1.0,1.5,-,-,0.0460644787421064,0.9446260473713745
3058,0.8,75.0,RQ,1.0,-,1.0,-,0.0746249016439273,0.8866148949387032
3059,0.8,75.0,ESS,1.0,-,-,1.0,0.0437687955853295,0.940934612624672
3060,0.8,16.0,RBF,1.0,-,-,-,0.0458346618802077,0.9308345923104956
3061,0.8,16.0,Matern,1.0,1.5,-,-,0.0482445518583952,0.94016137776858
3062,0.8,16.0,RQ,1.0,-,1.0,-,0.0761865834893554,0.8882775143183138
3063,0.8,16.0,ESS,1.0,-,-,1.0,0.0458346618337803,0.930834592476303
3064,0.8,669.0,RBF,1.0,-,-,-,0.0524676565957962,0.9102533712581092
3065,0.8,669.0,Matern,1.0,1.5,-,-,0.0501973316699036,0.9349624518240324
3066,0.8,669.0,RQ,1.0,-,1.0,-,0.0771468819659356,0.8815776399168287
3067,0.8,669.0,ESS,1.0,-,-,1.0,0.0546157534068024,0.8995186283041267
3068,0.8,530.0,RBF,1.0,-,-,-,0.0428219829464487,0.9454900715584474
3069,0.8,530.0,Matern,1.0,1.5,-,-,0.0481827137529141,0.9416581852508444
3070,0.8,530.0,RQ,1.0,-,1.0,-,0.0719861914415278,0.8932336938946482
3071,0.8,530.0,ESS,1.0,-,-,1.0,0.0423582718046068,0.9472197569269728
3072,0.8,999.0,RBF,1.0,-,-,-,0.0477164659090266,0.9243861183547128
3073,0.8,999.0,Matern,1.0,1.5,-,-,0.0447737106003359,0.9450207304886404
3074,0.8,999.0,RQ,1.0,-,1.0,-,0.0745109059261841,0.8921509474604947
3075,0.8,999.0,ESS,1.0,-,-,1.0,0.040645033754579,0.9535553909862248
3076,0.8,794.0,RBF,1.0,-,-,-,1.0,-16.83318052132442
3077,0.8,794.0,Matern,1.0,1.5,-,-,0.0470763971378247,0.9458203992954056
3078,0.8,794.0,RQ,1.0,-,1.0,-,0.0722523513262329,0.8969664652469247
3079,0.8,794.0,ESS,1.0,-,-,1.0,0.9989717174670236,-16.811287671743184
3080,0.8,936.0,RBF,1.0,-,-,-,0.0537901429588607,0.8824994812847612
3081,0.8,936.0,Matern,1.0,1.5,-,-,0.0513789255688349,0.924067030702696
3082,0.8,936.0,RQ,1.0,-,1.0,-,0.0748498562349308,0.8897570890895842
3083,0.8,936.0,ESS,1.0,-,-,1.0,0.0543194690120212,0.8790320047642299
3084,0.8,111.0,RBF,1.0,-,-,-,0.050444657858645,0.9214006716578726
3085,0.8,111.0,Matern,1.0,1.5,-,-,0.0472587116201254,0.9407535095881356
3086,0.8,111.0,RQ,1.0,-,1.0,-,0.0722337012391794,0.8931744885858535
3087,0.8,111.0,ESS,1.0,-,-,1.0,0.9970561292670156,-16.923322535313787
3088,0.8,816.0,RBF,1.0,-,-,-,0.0453166375483795,0.9377675816596824
3089,0.8,816.0,Matern,1.0,1.5,-,-,0.0493124163369258,0.943501427440068
3090,0.8,816.0,RQ,1.0,-,1.0,-,0.0816661727668887,0.8729253139347084
3091,0.8,816.0,ESS,1.0,-,-,1.0,0.993936572410878,-16.34948783393038
3092,0.8,968.0,RBF,1.0,-,-,-,0.0431722701289111,0.9449987450436028
3093,0.8,968.0,Matern,1.0,1.5,-,-,0.0484575322698855,0.9380834972043474
3094,0.8,968.0,RQ,1.0,-,1.0,-,0.0741793163532282,0.8794611907576472
3095,0.8,968.0,ESS,1.0,-,-,1.0,0.043172269278254,0.944998747799518
3096,0.8,48.0,RBF,1.0,-,-,-,0.0512304056594297,0.9070817409245242
3097,0.8,48.0,Matern,1.0,1.5,-,-,0.0478875580980684,0.938897623046748
3098,0.8,48.0,RQ,1.0,-,1.0,-,0.0764718290713979,0.8838744644088138
3099,0.8,48.0,ESS,1.0,-,-,1.0,0.0512304053017752,0.9070817427178988
3100,0.8,986.0,RBF,1.0,-,-,-,1.0,-16.341446432742007
3101,0.8,986.0,Matern,1.0,1.5,-,-,0.0483073410269366,0.9415003426803406
3102,0.8,986.0,RQ,1.0,-,1.0,-,0.0832027479027505,0.8691802365333946
3103,0.8,986.0,ESS,1.0,-,-,1.0,0.999997645171784,-16.341327064927235
3104,0.8,829.0,RBF,1.0,-,-,-,0.0456970357368865,0.9275997283652628
3105,0.8,829.0,Matern,1.0,1.5,-,-,0.0473787073173251,0.9436889709310852
3106,0.8,829.0,RQ,1.0,-,1.0,-,0.0758727108703209,0.8877483779805218
3107,0.8,829.0,ESS,1.0,-,-,1.0,0.0456969977873051,0.9275999062977768
3108,0.8,996.0,RBF,1.0,-,-,-,0.0485052551275358,0.9315194116491397
3109,0.8,996.0,Matern,1.0,1.5,-,-,0.0468821774974044,0.944617953128724
3110,0.8,996.0,RQ,1.0,-,1.0,-,0.0746332194967251,0.8880501397832778
3111,0.8,996.0,ESS,1.0,-,-,1.0,0.9991465216228302,-16.754237649872444
3112,0.8,272.0,RBF,1.0,-,-,-,0.047845376515348,0.9288142090598548
3113,0.8,272.0,Matern,1.0,1.5,-,-,0.0466213858677239,0.943317205032856
3114,0.8,272.0,RQ,1.0,-,1.0,-,0.0756658905744348,0.8817995800876679
3115,0.8,272.0,ESS,1.0,-,-,1.0,0.9939115094825844,-16.69790227589751
3116,0.8,759.0,RBF,1.0,-,-,-,1.0,-17.08227513628351
3117,0.8,759.0,Matern,1.0,1.5,-,-,0.0467291687904842,0.9444681893693764
3118,0.8,759.0,RQ,1.0,-,1.0,-,0.0748055876952837,0.8819419490768888
3119,0.8,759.0,ESS,1.0,-,-,1.0,0.9962470303328138,-16.988982699791812
3120,0.8,390.0,RBF,1.0,-,-,-,0.0497225687199994,0.9186614109156628
3121,0.8,390.0,Matern,1.0,1.5,-,-,0.0478135034006707,0.9443800884831198
3122,0.8,390.0,RQ,1.0,-,1.0,-,0.0796879949259706,0.8822619364310302
3123,0.8,390.0,ESS,1.0,-,-,1.0,1.0,-16.378660721925346
3124,0.8,930.0,RBF,1.0,-,-,-,0.0546953666559358,0.8976872729539151
3125,0.8,930.0,Matern,1.0,1.5,-,-,0.0501270336459379,0.9355125704814472
3126,0.8,930.0,RQ,1.0,-,1.0,-,0.0739494403016923,0.8888863261688178
3127,0.8,930.0,ESS,1.0,-,-,1.0,0.99639412887462,-16.77309140655711
3128,0.8,633.0,RBF,1.0,-,-,-,1.0,-16.324263702106396
3129,0.8,633.0,Matern,1.0,1.5,-,-,0.0536029737837666,0.9376641341545487
3130,0.8,633.0,RQ,1.0,-,1.0,-,0.0842276984651784,0.8653213932280832
3131,0.8,633.0,ESS,1.0,-,-,1.0,0.9930744280970022,-16.141776798667923
3132,0.8,928.0,RBF,1.0,-,-,-,0.0489476103091909,0.92135797065517
3133,0.8,928.0,Matern,1.0,1.5,-,-,0.0474275809820851,0.9418173869144192
3134,0.8,928.0,RQ,1.0,-,1.0,-,0.0797657686229588,0.8728026021257249
3135,0.8,928.0,ESS,1.0,-,-,1.0,0.9972004163740564,-16.67743903859943
3136,0.8,854.0,RBF,1.0,-,-,-,0.0479899919653235,0.9329231826893828
3137,0.8,854.0,Matern,1.0,1.5,-,-,0.050310591942552,0.9349933118761596
3138,0.8,854.0,RQ,1.0,-,1.0,-,0.0771175950840382,0.8739195654484531
3139,0.8,854.0,ESS,1.0,-,-,1.0,0.047989927503915,0.9329234155442248
3140,0.8,554.0,RBF,1.0,-,-,-,0.0523136553962667,0.9142200944685084
3141,0.8,554.0,Matern,1.0,1.5,-,-,0.0547500122658119,0.9278973968676428
3142,0.8,554.0,RQ,1.0,-,1.0,-,0.0840183265847011,0.8630592615880444
3143,0.8,554.0,ESS,1.0,-,-,1.0,0.0523136477753345,0.9142201319357528
3144,0.8,562.0,RBF,1.0,-,-,-,1.0,-17.04605541292015
3145,0.8,562.0,Matern,1.0,1.5,-,-,0.0486769019413487,0.9395694198523123
3146,0.8,562.0,RQ,1.0,-,1.0,-,0.0768085096041011,0.882185632705715
3147,0.8,562.0,ESS,1.0,-,-,1.0,0.0460028911052511,0.9389374869542
3148,0.8,78.0,RBF,1.0,-,-,-,0.0466261068547536,0.9419603985252128
3149,0.8,78.0,Matern,1.0,1.5,-,-,0.050405796071282,0.9425121221042336
3150,0.8,78.0,RQ,1.0,-,1.0,-,0.0812058249446316,0.8796605122795771
3151,0.8,78.0,ESS,1.0,-,-,1.0,0.9632895110124016,-15.620039530089247
3152,0.8,222.0,RBF,1.0,-,-,-,1.0,-16.32161945617804
3153,0.8,222.0,Matern,1.0,1.5,-,-,0.0493760879923501,0.9398130559954232
3154,0.8,222.0,RQ,1.0,-,1.0,-,0.0831417233680539,0.8710405746563226
3155,0.8,222.0,ESS,1.0,-,-,1.0,0.0474309644440051,0.9232766411000812
3156,0.8,294.0,RBF,1.0,-,-,-,0.0468698810895454,0.9377557501110708
3157,0.8,294.0,Matern,1.0,1.5,-,-,0.0475587409733851,0.9451743600276388
3158,0.8,294.0,RQ,1.0,-,1.0,-,0.0770107927056189,0.8884377287969382
3159,0.8,294.0,ESS,1.0,-,-,1.0,0.0471350370832272,0.9348959835452272
3160,0.8,725.0,RBF,1.0,-,-,-,0.0515879530889244,0.9200649595811756
3161,0.8,725.0,Matern,1.0,1.5,-,-,0.0513015387755101,0.934625371998515
3162,0.8,725.0,RQ,1.0,-,1.0,-,0.081752434733641,0.8699577584549957
3163,0.8,725.0,ESS,1.0,-,-,1.0,0.99940017452102,-16.544683749534133
3164,0.8,582.0,RBF,1.0,-,-,-,0.0478816059977898,0.9297722875728236
3165,0.8,582.0,Matern,1.0,1.5,-,-,0.0509394164094793,0.9407392052803756
3166,0.8,582.0,RQ,1.0,-,1.0,-,0.0831780504634913,0.8710074776161165
3167,0.8,582.0,ESS,1.0,-,-,1.0,0.9988287181322476,-16.28286572737114
3168,0.8,731.0,RBF,1.0,-,-,-,0.0431378777590216,0.9430461722777196
3169,0.8,731.0,Matern,1.0,1.5,-,-,0.0464013826600734,0.9469483450146826
3170,0.8,731.0,RQ,1.0,-,1.0,-,0.0693685719507142,0.9021226027146088
3171,0.8,731.0,ESS,1.0,-,-,1.0,0.9982943285073536,-17.06269766760203
3172,0.8,249.0,RBF,1.0,-,-,-,0.0476055430618914,0.9242389789780872
3173,0.8,249.0,Matern,1.0,1.5,-,-,0.0472235927613628,0.9459504963852876
3174,0.8,249.0,RQ,1.0,-,1.0,-,0.0789341232198432,0.8805846086404922
3175,0.8,249.0,ESS,1.0,-,-,1.0,0.9997504809078732,-16.41267785762379
3176,0.8,791.0,RBF,1.0,-,-,-,0.0439132976653374,0.9505488885143698
3177,0.8,791.0,Matern,1.0,1.5,-,-,0.0481760260212092,0.9452987095692442
3178,0.8,791.0,RQ,1.0,-,1.0,-,0.0768994521111575,0.8837087016190119
3179,0.8,791.0,ESS,1.0,-,-,1.0,0.0439132831826534,0.9505489359865192
3180,0.8,35.0,RBF,1.0,-,-,-,0.0428708381546953,0.9430210089644262
3181,0.8,35.0,Matern,1.0,1.5,-,-,0.0513070728479739,0.9393405196591368
3182,0.8,35.0,RQ,1.0,-,1.0,-,0.080713965115426,0.8739609443507907
3183,0.8,35.0,ESS,1.0,-,-,1.0,0.9987592793794946,-16.652443341932383
3184,0.8,180.0,RBF,1.0,-,-,-,0.046890935462961,0.9308368207445004
3185,0.8,180.0,Matern,1.0,1.5,-,-,0.0516133487345023,0.9350228800212864
3186,0.8,180.0,RQ,1.0,-,1.0,-,0.0785720599221716,0.8795915669090983
3187,0.8,180.0,ESS,1.0,-,-,1.0,0.0468900503707275,0.9308407727053571
3188,0.8,510.0,RBF,1.0,-,-,-,0.0498012198574909,0.9240185557194144
3189,0.8,510.0,Matern,1.0,1.5,-,-,0.0495594363169606,0.9371861080995716
3190,0.8,510.0,RQ,1.0,-,1.0,-,0.0769001606999019,0.8791433659896409
3191,0.8,510.0,ESS,1.0,-,-,1.0,0.9925221307610392,-16.495135523162606
3192,0.8,593.0,RBF,1.0,-,-,-,0.0502639286362356,0.9213803722135055
3193,0.8,593.0,Matern,1.0,1.5,-,-,0.046897444862854,0.9425939721223004
3194,0.8,593.0,RQ,1.0,-,1.0,-,0.0718704232978227,0.8949919455369252
3195,0.8,593.0,ESS,1.0,-,-,1.0,0.0502638897986225,0.9213804809792594
3196,0.8,634.0,RBF,1.0,-,-,-,0.0472987602366698,0.9190635906885032
3197,0.8,634.0,Matern,1.0,1.5,-,-,0.0496855599112913,0.9335482322210772
3198,0.8,634.0,RQ,1.0,-,1.0,-,0.0764571001555322,0.8806437617508615
3199,0.8,634.0,ESS,1.0,-,-,1.0,0.0472987579744806,0.9190636039348964
3200,0.85,678.0,RBF,1.0,-,-,-,0.0577015934787162,0.9081792616237928
3201,0.85,678.0,Matern,1.0,1.5,-,-,0.0597518995128533,0.9130445602495756
3202,0.85,678.0,RQ,1.0,-,1.0,-,0.0876426267847245,0.8434909786772266
3203,0.85,678.0,ESS,1.0,-,-,1.0,0.9969430692197826,-16.821681596156655
3204,0.85,147.0,RBF,1.0,-,-,-,0.0527333554492015,0.9158424599904686
3205,0.85,147.0,Matern,1.0,1.5,-,-,0.0521296900363452,0.927228421193283
3206,0.85,147.0,RQ,1.0,-,1.0,-,0.0835675573538248,0.8543756359987649
3207,0.85,147.0,ESS,1.0,-,-,1.0,0.0498293718617854,0.9271319143087252
3208,0.85,561.0,RBF,1.0,-,-,-,0.0566137280051212,0.9115516907559204
3209,0.85,561.0,Matern,1.0,1.5,-,-,0.0583682599046355,0.9235791287454445
3210,0.85,561.0,RQ,1.0,-,1.0,-,0.0920318083754824,0.8428623704489481
3211,0.85,561.0,ESS,1.0,-,-,1.0,0.9975352660374228,-16.393771359071078
3212,0.85,237.0,RBF,1.0,-,-,-,0.0551685046785512,0.9090989509169192
3213,0.85,237.0,Matern,1.0,1.5,-,-,0.0609236056481401,0.9157526285293696
3214,0.85,237.0,RQ,1.0,-,1.0,-,0.0955832066945695,0.8353325042383615
3215,0.85,237.0,ESS,1.0,-,-,1.0,0.9990453029934472,-16.355909559829932
3216,0.85,588.0,RBF,1.0,-,-,-,0.0572795085461712,0.8938112524752302
3217,0.85,588.0,Matern,1.0,1.5,-,-,0.0578496816190429,0.9196207676098508
3218,0.85,588.0,RQ,1.0,-,1.0,-,0.0877134279806419,0.8537118083885722
3219,0.85,588.0,ESS,1.0,-,-,1.0,0.0572794977905033,0.8938113095278696
3220,0.85,951.0,RBF,1.0,-,-,-,0.056786048639156,0.9104762560099422
3221,0.85,951.0,Matern,1.0,1.5,-,-,0.0551728010818177,0.9265286582696992
3222,0.85,951.0,RQ,1.0,-,1.0,-,0.0851416982615128,0.8567378513841988
3223,0.85,951.0,ESS,1.0,-,-,1.0,0.0567860139115091,0.910476391227088
3224,0.85,490.0,RBF,1.0,-,-,-,0.0556403780711087,0.898807824991072
3225,0.85,490.0,Matern,1.0,1.5,-,-,0.0541797138846577,0.9266817512239572
3226,0.85,490.0,RQ,1.0,-,1.0,-,0.0780518786581612,0.8748366998405306
3227,0.85,490.0,ESS,1.0,-,-,1.0,0.9953577736273368,-16.88911843181736
3228,0.85,395.0,RBF,1.0,-,-,-,0.0577558869056351,0.9014254246468036
3229,0.85,395.0,Matern,1.0,1.5,-,-,0.0578647955220552,0.9221658898487172
3230,0.85,395.0,RQ,1.0,-,1.0,-,0.0893333368738161,0.8523814688629578
3231,0.85,395.0,ESS,1.0,-,-,1.0,0.057755863230563,0.9014255176340342
3232,0.85,877.0,RBF,1.0,-,-,-,0.0505500475593596,0.9297352611961872
3233,0.85,877.0,Matern,1.0,1.5,-,-,0.0549678187334752,0.9298438926745344
3234,0.85,877.0,RQ,1.0,-,1.0,-,0.0841472526308337,0.8590485200425055
3235,0.85,877.0,ESS,1.0,-,-,1.0,0.0480492570536784,0.9394115390872726
3236,0.85,297.0,RBF,1.0,-,-,-,0.0656887069613855,0.8671152944839272
3237,0.85,297.0,Matern,1.0,1.5,-,-,0.062329462561392,0.9022994603961212
3238,0.85,297.0,RQ,1.0,-,1.0,-,0.0887810394184831,0.8429739506902858
3239,0.85,297.0,ESS,1.0,-,-,1.0,0.993540312504057,-16.56421513517173
3240,0.85,721.0,RBF,1.0,-,-,-,0.0477830116385036,0.9374768390249656
3241,0.85,721.0,Matern,1.0,1.5,-,-,0.0521023307139209,0.9353020716694682
3242,0.85,721.0,RQ,1.0,-,1.0,-,0.0796517949915504,0.8731591616058194
